date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-17,Dr. Rachel Foster,Forget Carrots — This Tiny Seed Repairs Eyes Better Than Drops (Doctors Shocked),https://www.youtube.com/watch?v=hhaO6dkja2A,2026-04-20,71,22.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,THIS Reverses Gray/Grey Hair Naturally (It's Not Stress) | Doctor Leana,https://www.youtube.com/watch?v=3acJv8Wa0dg,2026-05-13,8796,28.0,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,We Finally Know The ROOT CAUSE Of Stuck Mucus & How To ERASE It! | Doctor Leana,https://www.youtube.com/watch?v=4UBgK18-HBE,2026-05-12,6139,21.8,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,Don’t be hard on yourself 🤓#reels #explore #viral #explorepage #humor,https://www.youtube.com/watch?v=r4NqAD0IXt0,2026-05-09,3052,0.1,Warning / Night Habits,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,This ANCIENT Herb REGENERATES Stem Cells & KILLS Stress Hormones – Eat This Every Day | Dr Leana,https://www.youtube.com/watch?v=0SJlF-pe6HY,2026-05-08,10907,22.7,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Leana,POV: Being a model without actually having to model hits differently…  My own schedule. LEANA 🤍,https://www.youtube.com/watch?v=a2po2gZjNsI,2026-05-07,9659,0.2,General Health,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,So verbally clever… he got me 🤭 lol 🏦💸 Recreated trends,https://www.youtube.com/watch?v=Vphz0m40vgk,2026-05-06,5448,0.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,6 Foods You Should Eat EVERY DAY To MELT Visceral Fat & END Inflammation After 50! | Doctor Leana,https://www.youtube.com/watch?v=XWLlz8sGDe4,2026-05-05,3942,31.4,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,THIS Japanese Vegetable CUTS DEMENTIA & BOOST BRAIN Health — Do This Every Morning | Dr Leana,https://www.youtube.com/watch?v=s-CkcNccT4g,2026-05-04,6094,22.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,Best Remedies for DIABETES That You Never Considered (Scientific Proof) | Doctor Leana,https://www.youtube.com/watch?v=KZShr2MYvMA,2026-05-02,2449,19.1,Stem Cell / Anti-Aging,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,The #1 COFFEE That STARVES Cancer Cells After 60 (Most Seniors Drink the WRONG Kind Every Morning),https://www.youtube.com/watch?v=vujvMkg44QA,2026-05-01,2547,9.8,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,“Stop buying expensive skincare until you try this…” #drleana #antiaging  #healthyaging,https://www.youtube.com/watch?v=E72WWHgwYBg,2026-04-30,1635,0.4,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""THIS Gut Bacteria Is Feeding Your Cancer"" – STOP Eating This Immediately (Shocking Proof) |Dr Leana",https://www.youtube.com/watch?v=9WPDwu1ssXY,2026-04-30,6075,21.9,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""Doctors Were WRONG About Swollen Ankles"" – It's Not Your Heart, It's THIS Lymph Blockage (Try This)",https://www.youtube.com/watch?v=6oLdsKEnHVc,2026-04-29,1733,25.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""Try It For 3 Days"" – Most Effective Way To FLUSH 12KG of Stuck Colon Waste Naturally (No Laxatives)",https://www.youtube.com/watch?v=EA_o4kPCzOs,2026-04-28,5745,23.5,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""The Natural Ozempic: This Food TRIGGERS GLP-1 Better Than the Shot"" | Dr Leana",https://www.youtube.com/watch?v=vV6MfKIaP_s,2026-04-27,2297,25.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,This Purple Vegetable REVERSES Cellular Aging & REBUILDS Telomere Cells | Doctor Leana,https://www.youtube.com/watch?v=20NQQ-d-44Q,2026-04-26,7645,29.2,Stem Cell / Anti-Aging,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""1 Handful Daily"" – Most Powerful Food To REBUILD Mitochondria & Burn Visceral Fat | Dr. Leana",https://www.youtube.com/watch?v=bVbWvIdZsmo,2026-04-25,5132,13.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,"""This FORGOTTEN Seed STARVES Cancer Cells & TRIPLES Stem Cells"" – Eat Just 1 Spoon Every Day",https://www.youtube.com/watch?v=FkhC3Te27G8,2026-04-24,180533,23.3,Food + Warning,Forgotten revelation,This FORGOTTEN [Food] [Verb] [Claim],,,,,"STRONG — High view count, proven demand"
2026-05-17,Doctor Leana,This ONE Food REPAIRS Your DNA & KILLS Inflammation – Eat This Every Single Day (Scientific Proof),https://www.youtube.com/watch?v=dasTuqXKXAA,2026-04-23,47842,13.9,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Leana,This MUSCLE REVERSE A1C To 5.9 & SHUT DOWN Glucose Spikes (7- DAYS Protocol) | Dr Leana,https://www.youtube.com/watch?v=UhC_fkFHtGc,2026-04-22,11721,28.2,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Leana,2 TBSP Of This Everyday FLUSHES Visceral Fat &  UNCLOG Arteries | Dr  Leana,https://www.youtube.com/watch?v=iKCwiuoRKWM,2026-04-21,30792,28.1,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Leana,THIS Simple Japanese Daily Habit STARVES Cancer Cells & REPAIRS DNA After 50— Do This Every Morning,https://www.youtube.com/watch?v=shQnJS9m4Kc,2026-04-20,433240,25.8,Food + Warning,Simple habit,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Doctor Leana,"""This FORGOTTEN Seed TRIPLES Stem Cells & STARVES Cancer"" – Eat This Every Day | Doctor Leana",https://www.youtube.com/watch?v=F_BpczVmpm8,2026-04-18,340761,31.4,Food + Warning,Forgotten revelation,This FORGOTTEN [Food] [Verb] [Claim],,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,UROLOGIST REVEALS_ How to drink water to avoid getting up at night,https://www.youtube.com/watch?v=fHrUndZYw9E,2026-05-14,178559,17.8,Food + Warning,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,Seniors: 5 Warning Signs Your Gut Is Leaking Toxins Into Your Bloodstream,https://www.youtube.com/watch?v=P8ZM0z5-CY4,2026-05-09,1832,28.9,Sleep / Night Peeing,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,Top 4 Vegetables That Kill Cancer Cells & Heal Disease  (Backed by Science),https://www.youtube.com/watch?v=B9iJwkdTS1Y,2026-05-06,5063,30.2,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,No.1 Oncologist Reveals the SIMPLE Daily Habit That Prevents Cancer After 50,https://www.youtube.com/watch?v=tFwpQ7dFZQk,2026-05-04,292092,26.4,Medication Warning,Simple habit,No.1 [Specialty] Reveals the SIMPLE [Claim],,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,The 3-Step Morning Routine That Repairs Your Kidneys Fast After 60,https://www.youtube.com/watch?v=30ck8TE3EpM,2026-05-02,117128,14.7,Food + Warning,Age-targeted warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,ONE TABLESPOON before going to bed and you'll fall asleep in seconds,https://www.youtube.com/watch?v=FSikbd6VAoc,2026-04-30,79319,21.1,Food + Warning,Informational,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Richard Ben,Top 5 Drinks for Healthy Lungs And 5 You Should Avoid After 60,https://www.youtube.com/watch?v=RTGys88VuiI,2026-04-29,4902,26.0,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,How to Eat Eggs Correctly If You Have Diabetes (To Keep Your Blood Sugar Under Control,https://www.youtube.com/watch?v=tVLNOJdPhTA,2026-04-27,177849,22.1,Food + Warning,Informational,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,3 Best Breakfasts to Lower Blood Sugar and Say Goodbye to Diabetes!,https://www.youtube.com/watch?v=4_BrIKJdWJ8,2026-04-26,2575,26.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,Neurologist Reveals: The 60-Second Exercise to Recover Your Memory,https://www.youtube.com/watch?v=rLPbyb_--4o,2026-04-25,316008,18.2,Food + Warning,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,Say Goodbye to Proteinuria! 3 Drinks Older Adults MUST Have—and 4 They Should NEVER Touch,https://www.youtube.com/watch?v=djMup43_hQE,2026-04-24,10174,16.1,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Richard Ben,This Tiny Seed Repairs Eyes Better Than Drops (Before It’s Too Late),https://www.youtube.com/watch?v=LQcC-UjZ_p8,2026-04-23,1334,22.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,The Silent Kidney Killer You Eat Daily— & #1 Simple Food to Lower Creatinine and saves your Kidneys,https://www.youtube.com/watch?v=VsZX0AkWva4,2026-04-22,54679,23.2,Food + Warning,Simple habit,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Richard Ben,Seniors: This Night Drinks That Flush Sugar Overnight (Wake Up Energized & Balanced!),https://www.youtube.com/watch?v=Z9mocwoI4_c,2026-04-21,58603,19.3,Food + Warning,Informational,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Richard Ben,180/100 Blood Pressure? DO THIS NOW Before It’s Too Late (Life-Saving Guide),https://www.youtube.com/watch?v=fyPksVFaBqY,2026-04-20,282680,21.7,Food + Warning,Question hook,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Richard Ben,Nobel Prize Winning Doctor: Just Eat These Every Day and You Will Live to 100 (not what you think),https://www.youtube.com/watch?v=OQu4wzwsj_4,2026-04-19,1455,23.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,Doctors Reveal: How To Detox Sugar From Your Body Quickly!,https://www.youtube.com/watch?v=NXVBkf2aipY,2026-04-18,71605,18.8,Pain / Joints,Revelation,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Richard Ben,What's the Best Blood Pressure For Older Adults? (Seniors Know The TRUTH!),https://www.youtube.com/watch?v=ABTXsBvMqHk,2026-04-17,11765,20.6,Heart Attack / Stroke Warning,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Franklin | Senior Health,WHAT IS HANTAVIRUS AND HOW IS IT SPREAD? (The Silent Threat),https://www.youtube.com/watch?v=QGkvjDDDFM0,2026-05-14,1669,24.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,STOOL STUCK IN THE RECTUM! WHAT IS IT AND WHAT TO DO?,https://www.youtube.com/watch?v=1I7t7lxIHUY,2026-05-11,330551,26.6,Warning / Night Habits,Question hook,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,Forget Carrots — This Tiny Seed Repairs Eyes Better Than Drops!,https://www.youtube.com/watch?v=uN9k7FMwRs0,2026-05-09,2666,27.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,Over 60? Take This #1 Vitamin to Boost Blood Flow in Your Legs!,https://www.youtube.com/watch?v=GGx4YB1Ax7Q,2026-05-06,4875,27.7,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,Your Blood Type Predicts How You Die. The Truth About Longevity!,https://www.youtube.com/watch?v=CE6MKqKedxo,2026-05-04,258339,22.9,Heart Attack / Stroke Warning,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,What’s the REAL Cause of High Blood Pressure? (Know the Real Truth),https://www.youtube.com/watch?v=SZLjYBjBsTs,2026-05-02,2143,24.5,Heart Attack / Stroke Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,How to Eat Eggs Correctly If You Have Diabetes (To Keep Your Blood Sugar Under Control),https://www.youtube.com/watch?v=9w0VSZqwsKY,2026-04-29,305578,21.5,Food + Warning,Informational,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,"SWOLLEN ANKLES AFTER 60 ARE NOT YOUR HEART — It's Your Lymph, and This 5-Minute Habit Drains Them!",https://www.youtube.com/watch?v=FHF_EW_gOjI,2026-04-27,4610,21.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,Cardiologist Alerts This Sleeping POSITION Increases STROKE Risk Overnight!,https://www.youtube.com/watch?v=EI3cy5CkYGw,2026-04-25,568200,22.3,Food + Warning,Informational,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,This is How Seniors Should Drink Coffee to Prevent Diabetes & Control Blood Sugar!,https://www.youtube.com/watch?v=r367bBiaTYg,2026-04-23,91748,24.1,Food + Warning,Informational,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Franklin | Senior Health,"If Your Ears Are RINGING All the Time, Your Body Is Lacking THIS!",https://www.youtube.com/watch?v=gqUkOR8a1Z8,2026-04-21,20893,21.7,General Health,Informational,Your Body Is [Verb] [Claim],,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Franklin | Senior Health,If You Wake Up With a DRY MOUTH Every Morning? Your Body Is Warning You About THIS,https://www.youtube.com/watch?v=LjZ9t5R-7ac,2026-04-19,241127,18.9,Sleep / Night Peeing,Authority warning,Your Body Is [Verb] [Claim],,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,Doctor Explains: The Hidden Kidney Killer in Your Kitchen Most People Consume It Daily!,https://www.youtube.com/watch?v=2i3D3DIgtMg,2026-04-17,172191,20.2,Food + Warning,Destruction claim,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,15 Nighttime Signs Your Blood Sugar Is Already Too High — Are You Missing Them?,https://www.youtube.com/watch?v=v5RgdaL7_bg,2026-05-17,1053,28.0,Sleep / Night Peeing,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,45% OF DEMENTIA CASES ARE PREVENTABLE. HOW TO STOP IT BEFORE IT'S TOO LATE,https://www.youtube.com/watch?v=LsTG888AAOk,2026-05-15,26771,19.5,Brain / Memory,STOP warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,BLOATING AND GAS? HERE IS WHAT ACTUALLY WORKS / HOW TO END BLOATING FOR GOOD,https://www.youtube.com/watch?v=KIJIUYEAFEY,2026-05-13,6795,15.6,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,VARICOSE VEINS GONE WITHOUT SURGERY THE STEP-BY-STEP PLAN,https://www.youtube.com/watch?v=-RzF1HgJUxM,2026-05-11,28918,23.5,Leg / Circulation,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,YELLOW TOENAIL ISN'T FUNGUS — IT'S YOUR BODY SENDING YOU A WARNING,https://www.youtube.com/watch?v=29SEIM4bCbk,2026-05-09,14799,28.8,Food + Warning,Authority warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,THIS IS KILLING YOU EVERY MORNING — AND 90% OF PEOPLE HAVE NO IDEA,https://www.youtube.com/watch?v=Dv5bJqEQbDE,2026-05-07,9949,22.2,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,What a Stroke Looks Like the Day Before It Hits — Know This to Protect Yourself,https://www.youtube.com/watch?v=dyft-l78b04,2026-05-06,1311820,28.3,Food + Warning,Informational,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,"SENIORS, DON'T WAIT FOR A BLOOD CLOT — 3 URGENT LEG EXERCISES FOR YOUR HEART",https://www.youtube.com/watch?v=hqwVzwH0f-k,2026-05-05,4465,19.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,THE BLOOD PRESSURE MYTH FOR SENIORS: IT'S NOT 120 OVER 80!,https://www.youtube.com/watch?v=dWWuDsz8kkk,2026-05-03,121686,18.8,Heart Attack / Stroke Warning,Informational,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,PREDIABETES: 5 STEPS BEFORE IT'S TOO LATE. HOW TO STOP YOUR BLOOD SUGAR BEFORE IT K*LLS YOU,https://www.youtube.com/watch?v=RizcPYWs3IQ,2026-05-01,12180,47.3,Stem Cell / Anti-Aging,STOP warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,FOOT NEUROPATHY: 6 EXERCISES THAT REBUILD NERVES AT HOME,https://www.youtube.com/watch?v=QP9FiobGhRo,2026-04-29,5075,24.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,AFTER STENT? DON'T DO THIS...,https://www.youtube.com/watch?v=P1vOEAzzkTo,2026-04-27,7669,17.6,Medication Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,3 SIMPLE EXERCISES TO FIX DOWAGER'S HUMP! HOW TO GET RID OF THE WIDOW'S HUMP AT ANY AGE?,https://www.youtube.com/watch?v=bwxmSmGA3yY,2026-04-25,11629,18.5,Food + Warning,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,End Joint Pain Forever! What Saves Bones and Brings Back Mobility?,https://www.youtube.com/watch?v=9GO2WkcrF2M,2026-04-24,20378,19.1,Food + Warning,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,UNSTEADY ON YOUR FEET? THIS COULD BE YOUR LAST WARNING BEFORE A STROKE,https://www.youtube.com/watch?v=ARukctsff0U,2026-04-23,133497,21.9,Food + Warning,Authority warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,DANCE THIS 10 MINUTES A DAY. ONE MOVE CUTS DEMENTIA RISK BY 76%!,https://www.youtube.com/watch?v=OGvMDGeDAGc,2026-04-21,220175,24.4,Food + Warning,Informational,[Time] [Action] After 60,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,"LEAKING, BACK PAIN, AND A BLOATED BELLY? ONE DEEP MUSCLE IS BEHIND ALL THREE",https://www.youtube.com/watch?v=fxrzmSRgCZo,2026-04-20,20277,17.9,Food + Warning,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,PLAQUES WILL DISSOLVE ON THEIR OWN! TRY THIS RIGHT NOW (MOST PEOPLE HAVE NO IDEA),https://www.youtube.com/watch?v=359Hh6N9ypE,2026-04-19,32740,29.7,Heart Attack / Stroke Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,Doctor Warn: HANTAVIRUS - Everything You Need to Know to Protect Yourself,https://www.youtube.com/watch?v=Qk1sWOxpy7s,2026-05-13,12132,38.3,Medication Warning,Authority warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,1 FAT INSIDE YOUR HEART CELLS PREDICTS YOUR LAST DECADE — AND IT'S NOT CHOLESTEROL,https://www.youtube.com/watch?v=33IkLUdfFSE,2026-05-12,562,29.3,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,"AFTER 60, ADD THIS TO YOUR MORNING WATER — MITOCHONDRIA WAKE 78% FASTER",https://www.youtube.com/watch?v=cLzEPIuioCs,2026-05-09,3749,32.3,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,"""THIS Root Vegetable Doubles Stem Cells & Kills Stage 4 Cancer Cells — Eat This Every Morning”",https://www.youtube.com/watch?v=uoljxrIC6N8,2026-05-06,10981,35.3,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,SENIORS: 99% of Cancer Cells DIE From This Single Gut Bacteria — Here's How To Get It,https://www.youtube.com/watch?v=8LiKu1KkCn8,2026-05-05,7085,36.3,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,"""Try it For 1 Day"" 15 MINUTES of TAI CHI TRIPLES STEM CELLS (Doctor Explains Step by Step)",https://www.youtube.com/watch?v=MY4-idhJFNI,2026-05-01,1918,22.9,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,After 60 You Age 3X FASTER — These 6 Foods REVERSE It in 30 Days,https://www.youtube.com/watch?v=nubUmdLry7E,2026-04-30,2174,23.8,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,"After 10,000 Studies, This is the ONE Habit That Prevents Cancer After 60",https://www.youtube.com/watch?v=TQv56k5DWHw,2026-04-30,2479,41.2,Medication Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,This Seed TRIPLES Stem Cells & Starves Prostate Cancer (Eat a Handful Daily After 60),https://www.youtube.com/watch?v=a7jI_whvWHI,2026-04-27,16703,40.9,Food + Warning,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,The #1 Bread That STARVES Cancer Cells After 60 (Most Seniors Eat the WRONG Kind Every Morning),https://www.youtube.com/watch?v=Mv7cUZIAdq8,2026-04-26,10193,37.4,Food + Warning,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,Aging TOO Much Faster? Eat This Forgotten Root Daily...,https://www.youtube.com/watch?v=nfQROGP417s,2026-04-25,3370,33.7,Food + Warning,Question hook,This FORGOTTEN [Food] [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,SENIORS: 5 Foods US Doctors IGNORE That Repair MITOCHONDRIA & Starve Cancer (#2 Approved in Japan),https://www.youtube.com/watch?v=QF1NuFtK55o,2026-04-24,10654,43.1,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,SENIORS: 7 Avocado Mistakes That DESTROY YOUR CELLS After 60,https://www.youtube.com/watch?v=H5QCFraXSwk,2026-04-23,15136,34.6,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,SENIORS: 99% OF CANCER STARTS HERE — NOT YOUR GENES… DO THIS IMMEDIATELY!,https://www.youtube.com/watch?v=QAov6TkwbW8,2026-04-22,2641,48.0,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,YOUR MITOCHONDRIA WILL WAKE UP! Stop Cancer Cells From Multiplying At Night If You Do THIS…,https://www.youtube.com/watch?v=IU2NadYQ698,2026-04-21,48792,40.7,Medication Warning,STOP warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,LOOK AT YOUR HANDS RIGHT NOW! 7 Signs Your Brain Mitochondria Are DYING,https://www.youtube.com/watch?v=xq3xpC4dTjw,2026-04-21,2409,40.3,Medication Warning,Warning signs,[X] Signs [Time Period] Before [Disaster],,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,SENIORS: 400mg Lowers Cortisol & Makes You Sleep 8 Hours Straight (WITHOUT Getting Up to Pee),https://www.youtube.com/watch?v=_ZvETlPZNgE,2026-04-18,5289,23.4,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Doctor Becker,"""THIS Single Japanese Food DISSOLVES Arterial Plaque & UNCLOGS Arteries — Eat Every Morning",https://www.youtube.com/watch?v=SePKm-XgLdU,2026-04-17,811,19.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
